ticker,metric,period_end,period_type,value,unit,fy,fp,form,source,retrieved
IONQ,revenue,2024-06-30,Q,11381000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
IONQ,revenue,2024-09-30,Q,12400000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
IONQ,revenue,2024-12-31,A,43073000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
IONQ,revenue,2025-03-31,Q,7566000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
IONQ,revenue,2025-06-30,Q,20694000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
IONQ,revenue,2025-09-30,Q,39866000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
IONQ,revenue,2025-12-31,A,130016000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
IONQ,revenue,2026-03-31,Q,64668000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2007-12-31,A,7.1,USD/shares,2009,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2008-06-29,Q,2.15,USD/shares,2009,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2008-09-28,Q,1.92,USD/shares,2009,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2008-12-31,A,7.86,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2009-03-29,Q,1.68,USD/shares,2010,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2009-03-31,Q,1.68,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2009-06-28,Q,1.88,USD/shares,2010,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2009-06-30,Q,1.88,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2009-09-27,Q,2.07,USD/shares,2010,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2009-09-30,Q,2.07,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2009-12-31,A,7.64,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2009-12-31,Q,2.17,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-03-28,Q,1.41,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-03-31,Q,1.45,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-06-27,Q,2.22,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-06-30,Q,2.22,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-09-26,Q,1.54,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-09-30,Q,1.57,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-12-31,A,7.81,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2010-12-31,Q,2.67,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2011-03-27,Q,1.5,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2011-06-26,Q,2.14,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2011-09-25,Q,2.1,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2011-12-31,A,7.81,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2011-12-31,Q,2.09,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2012-03-25,Q,2.03,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2012-06-24,Q,2.38,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2012-09-30,Q,2.21,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2012-12-31,A,8.36,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2012-12-31,Q,1.73,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2013-03-31,Q,2.33,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2013-06-30,Q,2.64,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2013-09-29,Q,2.66,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2013-12-31,A,9.13,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2013-12-31,Q,1.5,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2014-03-30,Q,2.87,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2014-06-29,Q,2.76,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2014-09-28,Q,2.76,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2014-12-31,A,11.21,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2014-12-31,Q,2.82,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2015-03-29,Q,2.74,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2015-06-28,Q,2.94,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2015-09-27,Q,2.77,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2015-12-31,A,11.46,USD/shares,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,eps,2015-12-31,Q,3.01,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2016-03-27,Q,2.91,USD/shares,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,eps,2016-06-26,Q,3.32,USD/shares,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,eps,2016-09-25,Q,7.93,USD/shares,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,eps,2016-12-31,A,17.07,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2016-12-31,Q,3.35,USD/shares,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,eps,2017-03-26,Q,2.69,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2017-06-25,Q,3.28,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2017-09-24,Q,3.32,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2017-12-31,A,6.75,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2017-12-31,Q,-2.6,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2018-03-25,Q,4.02,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2018-06-24,Q,4.05,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2018-09-30,Q,5.14,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2018-12-31,A,17.59,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2018-12-31,Q,4.39,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2019-03-31,Q,5.99,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2019-06-30,Q,5,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2019-09-29,Q,5.66,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2019-12-31,A,21.95,USD/shares,2021,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2019-12-31,Q,5.29,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2020-03-29,Q,6.08,USD/shares,2021,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2020-06-28,Q,5.79,USD/shares,2021,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2020-09-27,Q,6.05,USD/shares,2021,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2020-12-31,A,24.3,USD/shares,2022,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2020-12-31,Q,6.38,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2021-03-28,Q,6.56,USD/shares,2022,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2021-06-27,Q,6.52,USD/shares,2022,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2021-09-26,Q,2.21,USD/shares,2022,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2021-12-31,A,22.76,USD/shares,2023,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2022-03-27,Q,6.44,USD/shares,2023,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2022-06-26,Q,1.16,USD/shares,2023,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2022-09-25,Q,6.71,USD/shares,2023,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2022-12-31,A,21.66,USD/shares,2024,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2023-03-26,Q,6.61,USD/shares,2024,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2023-06-25,Q,6.63,USD/shares,2024,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2023-09-24,Q,6.73,USD/shares,2024,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2023-12-31,A,27.55,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2024-03-31,Q,6.39,USD/shares,2025,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2024-06-30,Q,6.85,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2024-09-29,Q,6.8,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2024-12-31,A,22.31,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2025-03-30,Q,7.28,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2025-06-29,Q,1.46,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2025-09-28,Q,6.95,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,eps,2025-12-31,A,21.49,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,eps,2026-03-29,Q,6.44,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2007-12-31,A,41862000000,USD,2009,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2008-06-29,Q,11039000000,USD,2009,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2008-09-28,Q,10577000000,USD,2009,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2008-12-31,A,41372000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2009-03-29,Q,10373000000,USD,2010,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2009-03-31,Q,10085000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2009-06-28,Q,11072000000,USD,2010,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2009-06-30,Q,10940000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2009-09-27,Q,10767000000,USD,2010,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2009-09-30,Q,10767000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2009-12-31,A,43867000000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2009-12-31,Q,12203000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-03-28,Q,10308000000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-03-31,Q,10339000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-06-27,Q,11259000000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-06-30,Q,11295000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-09-26,Q,11343000000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-09-30,Q,11375000000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-12-31,A,45671000000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2010-12-31,Q,12761000000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2011-03-27,Q,10626000000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2011-06-26,Q,11543000000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2011-09-25,Q,12119000000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2011-12-31,A,46499000000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2011-12-31,Q,12211000000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2012-03-25,Q,11293000000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2012-06-24,Q,11921000000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2012-09-30,Q,11869000000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2012-12-31,A,47182000000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2012-12-31,Q,12099000000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2013-03-31,Q,11070000000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2013-06-30,Q,11408000000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2013-09-29,Q,11347000000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2013-12-31,A,45358000000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2013-12-31,Q,11533000000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2014-03-30,Q,10650000000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2014-06-29,Q,11306000000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2014-09-28,Q,11114000000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2014-12-31,A,39946000000,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2014-12-31,Q,12530000000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2015-03-29,Q,8721000000,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2015-06-28,Q,10235000000,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2015-09-27,Q,10060000000,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2015-12-31,A,40536000000,USD,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,revenue,2015-12-31,Q,11520000000,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2016-03-27,Q,10368000000,USD,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,revenue,2016-06-26,Q,11577000000,USD,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,revenue,2016-09-25,Q,11551000000,USD,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,revenue,2016-12-31,A,47290000000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2016-12-31,Q,13752000000,USD,2017,FY,10-K/A,SEC EDGAR,2026-06-15
LMT,revenue,2017-03-26,Q,11212000000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2017-06-25,Q,12563000000,USD,2018,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2017-09-24,Q,12341000000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2017-12-31,A,49960000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2017-12-31,Q,13844000000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2018-03-25,Q,11635000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2018-06-24,Q,13398000000,USD,2018,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2018-09-30,Q,14318000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2018-12-31,A,53762000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2018-12-31,Q,14411000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2019-03-31,Q,14336000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2019-06-30,Q,14427000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2019-09-29,Q,15171000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2019-12-31,A,59812000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2019-12-31,Q,15878000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2020-03-29,Q,15651000000,USD,2021,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2020-06-28,Q,16220000000,USD,2021,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2020-09-27,Q,16495000000,USD,2021,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2020-12-31,A,65398000000,USD,2022,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2020-12-31,Q,17032000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2021-03-28,Q,16258000000,USD,2022,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2021-06-27,Q,17029000000,USD,2022,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2021-09-26,Q,16028000000,USD,2022,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2021-12-31,A,67044000000,USD,2023,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2022-03-27,Q,14964000000,USD,2023,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2022-06-26,Q,15446000000,USD,2023,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2022-09-25,Q,16583000000,USD,2023,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2022-12-31,A,65984000000,USD,2024,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2023-03-26,Q,15126000000,USD,2024,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2023-06-25,Q,16693000000,USD,2024,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2023-09-24,Q,16878000000,USD,2024,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2023-12-31,A,67571000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2024-03-31,Q,17195000000,USD,2025,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2024-06-30,Q,18122000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2024-09-29,Q,17104000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2024-12-31,A,71043000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2025-03-30,Q,17963000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2025-06-29,Q,18155000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2025-09-28,Q,18609000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LMT,revenue,2025-12-31,A,75048000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
LMT,revenue,2026-03-29,Q,18021000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2010-06-30,Q,0.86,USD/shares,2011,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2010-09-30,Q,-0.73,USD/shares,2011,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2011-06-30,Q,-0.67,USD/shares,2011,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2011-09-30,Q,-0.67,USD/shares,2011,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2012-03-31,Q,131107000,USD/shares,2013,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2012-06-30,Q,171001000,USD/shares,2013,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2012-09-30,Q,208712000,USD/shares,2013,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2013-03-31,Q,215634000,USD/shares,2014,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2013-06-30,Q,217397000,USD/shares,2013,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2013-09-30,Q,220734000,USD/shares,2013,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2014-03-31,Q,223207000,USD/shares,2014,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2016-12-31,A,-2.67,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2017-03-31,Q,0.23,USD/shares,2018,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2017-06-30,Q,-1.23,USD/shares,2018,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2017-09-30,Q,-1.24,USD/shares,2018,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2017-12-31,A,-1.68,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2018-03-31,Q,1.5,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2018-06-30,Q,-0.07,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2018-09-30,Q,0.26,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2018-12-31,A,1.9,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2018-12-31,Q,0.26,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2019-03-31,Q,0.54,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2019-06-30,Q,-0.44,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2019-09-30,Q,-1.25,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2019-12-31,A,2.51,USD/shares,2021,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2019-12-31,Q,3.34,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2020-03-31,Q,1.43,USD/shares,2021,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2020-06-30,Q,0.78,USD/shares,2021,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2020-09-30,Q,-1.84,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2020-12-31,A,-0.34,USD/shares,2022,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2020-12-31,Q,-0.77,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2021-03-31,Q,1.54,USD/shares,2022,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2021-06-30,Q,-1.3,USD/shares,2022,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2021-09-30,Q,-4.27,USD/shares,2022,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2021-12-31,A,-9.25,USD/shares,2023,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2022-03-31,Q,-3.41,USD/shares,2023,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2022-06-30,Q,2.9,USD/shares,2023,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2022-09-30,Q,-9.54,USD/shares,2023,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2022-12-31,A,5.64,USD/shares,2024,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2023-03-31,Q,22.1,USD/shares,2024,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2023-06-30,Q,5.61,USD/shares,2024,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2023-09-30,Q,7.03,USD/shares,2024,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2023-12-31,A,40.72,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2024-03-31,Q,2.13,USD/shares,2025,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2024-06-30,Q,3.84,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2024-09-30,Q,3.93,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2024-12-31,A,14.2,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2025-03-31,Q,1.57,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2025-06-30,Q,7.3,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2025-09-30,Q,4.75,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,eps,2025-12-31,A,24.13,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
LNG,eps,2026-03-31,Q,-16.65,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
LNG,revenue,2009-12-31,A,181126000,USD,2011,FY,10-K/A,SEC EDGAR,2026-06-15
LNG,revenue,2010-06-30,Q,68275000,USD,2011,Q2,10-Q,SEC EDGAR,2026-06-15
LNG,revenue,2010-09-30,Q,68248000,USD,2011,Q3,10-Q,SEC EDGAR,2026-06-15
LNG,revenue,2010-12-31,A,291513000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2011-03-31,Q,79231000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2011-06-30,Q,72810000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2011-09-30,Q,65813000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2011-12-31,A,290444000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2011-12-31,Q,72590000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2012-03-31,Q,70474000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2012-06-30,Q,62328000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2012-09-30,Q,65998000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2012-12-31,A,266220000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2012-12-31,Q,67420000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2013-03-31,Q,65906000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2013-06-30,Q,67177000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2013-09-30,Q,67710000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2013-12-31,A,267213000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2013-12-31,Q,66420000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2014-03-31,Q,67550000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
LNG,revenue,2014-06-30,Q,67645000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
