ticker,metric,period_end,period_type,value,unit,fy,fp,form,source,retrieved
EQIX,eps,2019-12-31,Q,1.46,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2020-03-31,Q,1.38,USD/shares,2021,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2020-06-30,Q,1.52,USD/shares,2021,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2020-09-30,Q,0.74,USD/shares,2021,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2020-12-31,A,4.18,USD/shares,2022,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2020-12-31,Q,0.57,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2021-03-31,Q,1.74,USD/shares,2022,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2021-06-30,Q,0.76,USD/shares,2022,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2021-09-30,Q,1.68,USD/shares,2022,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2021-12-31,A,5.53,USD/shares,2023,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2022-03-31,Q,1.62,USD/shares,2023,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2022-06-30,Q,2.37,USD/shares,2023,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2022-09-30,Q,2.3,USD/shares,2023,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2022-12-31,A,7.67,USD/shares,2024,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2023-03-31,Q,2.77,USD/shares,2024,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2023-06-30,Q,2.21,USD/shares,2024,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2023-09-30,Q,2.93,USD/shares,2024,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2023-12-31,A,10.31,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2024-03-31,Q,2.43,USD/shares,2025,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2024-06-30,Q,3.16,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2024-09-30,Q,3.1,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2024-12-31,A,8.5,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2025-03-31,Q,3.5,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2025-06-30,Q,3.75,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2025-09-30,Q,3.81,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,eps,2025-12-31,A,13.76,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,eps,2026-03-31,Q,4.2,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2008-12-31,A,704680000,USD,2010,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2009-06-30,Q,213168000,USD,2010,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2009-09-30,Q,227558000,USD,2010,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2009-12-31,A,882509000,USD,2011,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2010-03-31,Q,248649000,USD,2011,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2010-06-30,Q,296094000,USD,2011,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2010-09-30,Q,330347000,USD,2011,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2010-12-31,A,1196214000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2011-03-31,Q,363029000,USD,2012,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2011-06-30,Q,394900000,USD,2012,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2011-09-30,Q,408208000,USD,2012,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2011-12-31,A,1565625000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2011-12-31,Q,422116000,USD,2012,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2012-03-31,Q,443245000,USD,2013,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2012-06-30,Q,457249000,USD,2013,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2012-09-30,Q,484835000,USD,2013,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2012-12-31,A,1887376000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2012-12-31,Q,506059000,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2013-03-31,Q,516134000,USD,2014,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2013-06-30,Q,528871000,USD,2014,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2013-09-30,Q,543084000,USD,2014,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2013-12-31,A,2152766000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2013-12-31,Q,564677000,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2014-03-31,Q,580053000,USD,2015,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2014-06-30,Q,605161000,USD,2015,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2014-09-30,Q,620441000,USD,2015,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2014-12-31,A,2443776000,USD,,,8-K,SEC EDGAR,2026-06-15
EQIX,revenue,2014-12-31,Q,638121000,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2015-03-31,Q,643174000,USD,2016,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2015-06-30,Q,665582000,USD,2016,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2015-09-30,Q,686649000,USD,2016,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2015-12-31,A,2725867000,USD,2017,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2015-12-31,Q,730462000,USD,,,8-K,SEC EDGAR,2026-06-15
EQIX,revenue,2016-03-31,Q,844156000,USD,2017,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2016-06-30,Q,900510000,USD,2017,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2016-09-30,Q,924676000,USD,2017,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2016-12-31,A,3611989000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2016-12-31,Q,942647000,USD,2017,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2017-03-31,Q,949525000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2017-06-30,Q,1066421000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2017-09-30,Q,1152261000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2017-12-31,A,4368428000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2017-12-31,Q,1200221000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2018-03-31,Q,1215877000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2018-06-30,Q,1261943000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2018-09-30,Q,1283751000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2018-12-31,A,5071654000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2018-12-31,Q,1310083000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2019-03-31,Q,1363218000,USD,2020,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2019-06-30,Q,1384977000,USD,2020,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2019-09-30,Q,1396810000,USD,2020,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2019-12-31,A,5562140000,USD,2021,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2019-12-31,Q,1417135000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2020-03-31,Q,1444542000,USD,2021,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2020-06-30,Q,1470121000,USD,2021,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2020-09-30,Q,1519767000,USD,2021,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2020-12-31,A,5998545000,USD,2022,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2020-12-31,Q,1564115000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2021-03-31,Q,1596064000,USD,2022,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2021-06-30,Q,1657919000,USD,2022,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2021-09-30,Q,1675176000,USD,2022,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2021-12-31,A,6635537000,USD,2023,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2022-03-31,Q,1734447000,USD,2023,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2022-06-30,Q,1817154000,USD,2023,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2022-09-30,Q,1840659000,USD,2023,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2022-12-31,A,7263000000,USD,2024,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2023-03-31,Q,2225000000,USD,2025,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2023-06-30,Q,2019000000,USD,2024,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2023-09-30,Q,2061000000,USD,2024,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2023-12-31,A,8188000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2024-03-31,Q,2127000000,USD,2025,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2024-06-30,Q,2159000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2024-09-30,Q,2201000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2024-12-31,A,8748000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2025-03-31,Q,2225000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2025-06-30,Q,2256000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2025-09-30,Q,2316000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
EQIX,revenue,2025-12-31,A,9217000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
EQIX,revenue,2026-03-31,Q,2444000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2010-12-31,A,2.73,USD/shares,2012,FY,8-K,SEC EDGAR,2026-06-15
ETN,eps,2011-12-31,A,3.93,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2012-03-31,Q,0.91,USD/shares,2013,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2012-06-30,Q,1.12,USD/shares,2013,Q2,8-K,SEC EDGAR,2026-06-15
ETN,eps,2012-09-30,Q,1.02,USD/shares,2013,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2012-12-31,A,3.46,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2013-03-31,Q,0.79,USD/shares,2014,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2013-06-30,Q,1.04,USD/shares,2014,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2013-09-30,Q,1.07,USD/shares,2014,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2013-12-31,A,3.9,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2014-03-31,Q,0.92,USD/shares,2015,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2014-06-30,Q,0.36,USD/shares,2015,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2014-09-30,Q,1.26,USD/shares,2015,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2014-12-31,A,3.76,USD/shares,2016,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2015-03-31,Q,0.99,USD/shares,2016,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2015-06-30,Q,1.14,USD/shares,2016,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2015-09-30,Q,0.96,USD/shares,2016,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2015-12-31,A,4.22,USD/shares,2017,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2016-03-31,Q,0.87,USD/shares,2017,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2016-06-30,Q,1.07,USD/shares,2017,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2016-09-30,Q,1.14,USD/shares,2017,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2016-12-31,A,4.2,USD/shares,2018,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2017-03-31,Q,0.96,USD/shares,2018,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2017-06-30,Q,1.15,USD/shares,2018,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2017-09-30,Q,3.14,USD/shares,2018,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2017-12-31,A,6.68,USD/shares,2019,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2018-03-31,Q,1.1,USD/shares,2019,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2018-06-30,Q,1.39,USD/shares,2019,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2018-09-30,Q,0.95,USD/shares,2019,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2018-12-31,A,4.91,USD/shares,2020,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2019-03-31,Q,1.23,USD/shares,2020,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2019-06-30,Q,1.5,USD/shares,2020,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2019-09-30,Q,1.44,USD/shares,2020,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2019-12-31,A,5.25,USD/shares,2021,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2020-03-31,Q,1.07,USD/shares,2021,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2020-06-30,Q,0.13,USD/shares,2021,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2020-09-30,Q,1.11,USD/shares,2021,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2020-12-31,A,3.49,USD/shares,2022,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2021-03-31,Q,1.14,USD/shares,2022,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2021-06-30,Q,1.26,USD/shares,2022,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2021-09-30,Q,1.57,USD/shares,2022,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2021-12-31,A,5.34,USD/shares,2023,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2022-03-31,Q,1.33,USD/shares,2023,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2022-06-30,Q,1.5,USD/shares,2023,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2022-09-30,Q,1.52,USD/shares,2023,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2022-12-31,A,6.14,USD/shares,2024,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2023-03-31,Q,1.59,USD/shares,2024,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2023-06-30,Q,1.86,USD/shares,2024,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2023-09-30,Q,2.22,USD/shares,2024,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2023-12-31,A,8.02,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2024-03-31,Q,2.04,USD/shares,2025,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2024-06-30,Q,2.48,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2024-09-30,Q,2.53,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2024-12-31,A,9.5,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2025-03-31,Q,2.45,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2025-06-30,Q,2.51,USD/shares,2025,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2025-09-30,Q,2.59,USD/shares,2025,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,eps,2025-12-31,A,10.45,USD/shares,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,eps,2026-03-31,Q,2.22,USD/shares,2026,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2010-12-31,A,0,USD,2012,FY,8-K,SEC EDGAR,2026-06-15
ETN,revenue,2011-12-31,A,0,USD,2013,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2012-03-31,Q,3960000000,USD,2013,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2012-06-30,Q,4068000000,USD,2013,Q2,8-K,SEC EDGAR,2026-06-15
ETN,revenue,2012-09-30,Q,3950000000,USD,2013,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2012-12-31,A,0,USD,2014,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2013-03-31,Q,5310000000,USD,2014,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2013-06-30,Q,5602000000,USD,2014,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2013-09-30,Q,5607000000,USD,2014,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2013-12-31,A,0,USD,2015,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2014-03-31,Q,5492000000,USD,2015,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2014-06-30,Q,5767000000,USD,2015,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2014-09-30,Q,5728000000,USD,2015,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2014-12-31,A,0,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2015-03-31,Q,5223000000,USD,2016,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2015-06-30,Q,5372000000,USD,2016,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2015-09-30,Q,5203000000,USD,2016,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2015-12-31,A,0,USD,2016,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2016-03-31,Q,4813000000,USD,2017,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2016-06-30,Q,5080000000,USD,2017,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2016-09-30,Q,4987000000,USD,2017,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2016-12-31,A,19747000000,USD,2018,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2017-03-31,Q,4848000000,USD,2018,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2017-06-30,Q,5132000000,USD,2018,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2017-09-30,Q,5211000000,USD,2018,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2017-12-31,A,20404000000,USD,2019,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2018-03-31,Q,5251000000,USD,2019,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2018-06-30,Q,5487000000,USD,2019,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2018-09-30,Q,5412000000,USD,2019,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2018-12-31,A,21609000000,USD,2020,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2019-03-31,Q,5305000000,USD,2020,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2019-06-30,Q,5533000000,USD,2020,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2019-09-30,Q,5314000000,USD,2020,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2019-12-31,A,21390000000,USD,2021,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2020-03-31,Q,4789000000,USD,2021,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2020-06-30,Q,3856000000,USD,2021,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2020-09-30,Q,4526000000,USD,2021,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2020-12-31,A,17858000000,USD,2022,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2021-03-31,Q,4692000000,USD,2022,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2021-06-30,Q,5215000000,USD,2022,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2021-09-30,Q,4923000000,USD,2022,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2021-12-31,A,19628000000,USD,2023,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2022-03-31,Q,4843000000,USD,2023,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2022-06-30,Q,5212000000,USD,2023,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2022-09-30,Q,5313000000,USD,2023,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2022-12-31,A,20752000000,USD,2024,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2023-03-31,Q,5483000000,USD,2024,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2023-06-30,Q,5866000000,USD,2024,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2023-09-30,Q,5880000000,USD,2024,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2023-12-31,A,23196000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2024-03-31,Q,5943000000,USD,2025,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2024-06-30,Q,6350000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2024-09-30,Q,6345000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2024-12-31,A,24878000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2025-03-31,Q,6377000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2025-06-30,Q,7028000000,USD,2025,Q2,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2025-09-30,Q,6988000000,USD,2025,Q3,10-Q,SEC EDGAR,2026-06-15
ETN,revenue,2025-12-31,A,27448000000,USD,2025,FY,10-K,SEC EDGAR,2026-06-15
ETN,revenue,2026-03-31,Q,7451000000,USD,2026,Q1,10-Q,SEC EDGAR,2026-06-15
FCX,eps,2007-12-31,A,7.5,USD/shares,2009,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2008-03-31,Q,2.64,USD/shares,2009,Q1,10-Q,SEC EDGAR,2026-06-15
FCX,eps,2008-06-30,Q,2.25,USD/shares,2009,Q2,10-Q,SEC EDGAR,2026-06-15
FCX,eps,2008-09-30,Q,1.31,USD/shares,2009,Q3,10-Q,SEC EDGAR,2026-06-15
FCX,eps,2008-12-31,A,-14.86,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2009-03-31,Q,0.05,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2009-06-30,Q,0.69,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2009-09-30,Q,1.04,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2009-12-31,A,2.93,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2009-12-31,Q,1.08,USD/shares,2010,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2010-03-31,Q,1,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2010-06-30,Q,0.7,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2010-09-30,Q,1.24,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2010-12-31,A,4.57,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2010-12-31,Q,1.63,USD/shares,2011,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2011-03-31,Q,1.57,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2011-06-30,Q,1.43,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2011-09-30,Q,1.1,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2011-12-31,A,4.78,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2011-12-31,Q,0.67,USD/shares,2012,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2012-03-31,Q,0.8,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2012-06-30,Q,0.74,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2012-09-30,Q,0.86,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2012-12-31,A,3.19,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2012-12-31,Q,0.78,USD/shares,2013,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2013-03-31,Q,0.68,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2013-06-30,Q,0.49,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2013-09-30,Q,0.79,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2013-12-31,A,2.64,USD/shares,2015,FY,8-K,SEC EDGAR,2026-06-15
FCX,eps,2013-12-31,Q,0.68,USD/shares,2014,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2014-03-31,Q,0.49,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2014-06-30,Q,0.46,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2014-09-30,Q,0.53,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2014-12-31,A,-1.26,USD/shares,2015,FY,8-K,SEC EDGAR,2026-06-15
FCX,eps,2014-12-31,Q,-2.75,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
FCX,eps,2015-03-31,Q,-2.38,USD/shares,2015,FY,10-K,SEC EDGAR,2026-06-15
