Date,US_G1_raw,US_G1_zscore,US_G1_regime,US_G1_fwd_regime,US_G2_raw,US_G2_zscore,US_G2_regime,US_G2_fwd_regime,US_G2b_raw,US_G2b_zscore,US_G2b_regime,US_G2b_fwd_regime,US_G3_raw,US_G3_zscore,US_G3_regime,US_G3_fwd_regime,US_G3b_raw,US_G3b_zscore,US_G3b_regime,US_G3b_fwd_regime,US_G4_raw,US_G4_zscore,US_G4_regime,US_G4_fwd_regime,US_G4b_raw,US_G4b_zscore,US_G4b_regime,US_G4b_fwd_regime,US_I1_raw,US_I1_zscore,US_I1_regime,US_I1_fwd_regime,US_I2_raw,US_I2_zscore,US_I2_regime,US_I2_fwd_regime,US_I3_raw,US_I3_zscore,US_I3_regime,US_I3_fwd_regime,US_I4_raw,US_I4_zscore,US_I4_regime,US_I4_fwd_regime,US_I5_raw,US_I5_zscore,US_I5_regime,US_I5_fwd_regime,US_I6_raw,US_I6_zscore,US_I6_regime,US_I6_fwd_regime,US_I6b_raw,US_I6b_zscore,US_I6b_regime,US_I6b_fwd_regime,US_I7_raw,US_I7_zscore,US_I7_regime,US_I7_fwd_regime,US_I8_raw,US_I8_zscore,US_I8_regime,US_I8_fwd_regime,US_I9_raw,US_I9_zscore,US_I9_regime,US_I9_fwd_regime,US_I10_raw,US_I10_zscore,US_I10_regime,US_I10_fwd_regime,US_R1_raw,US_R1_zscore,US_R1_regime,US_R1_fwd_regime,US_R2_raw,US_R2_zscore,US_R2_regime,US_R2_fwd_regime,US_RR1_raw,US_RR1_zscore,US_RR1_regime,US_RR1_fwd_regime,US_FX1_raw,US_FX1_zscore,US_FX1_regime,US_FX1_fwd_regime,US_FX2_raw,US_FX2_zscore,US_FX2_regime,US_FX2_fwd_regime,M1_raw,M1_zscore,M1_regime,M1_fwd_regime,M2_raw,M2_zscore,M2_regime,M2_fwd_regime,M3_raw,M3_zscore,M3_regime,M3_fwd_regime,M4_raw,M4_zscore,M4_regime,M4_fwd_regime,M5_raw,M5_zscore,M5_regime,M5_fwd_regime,US_LEI1_raw,US_LEI1_zscore,US_LEI1_regime,US_LEI1_fwd_regime,US_JOBS1_raw,US_JOBS1_zscore,US_JOBS1_regime,US_JOBS1_fwd_regime,US_LAB1_raw,US_LAB1_zscore,US_LAB1_regime,US_LAB1_fwd_regime,US_GROWTH1_raw,US_GROWTH1_zscore,US_GROWTH1_regime,US_GROWTH1_fwd_regime,US_HOUS1_raw,US_HOUS1_zscore,US_HOUS1_regime,US_HOUS1_fwd_regime,US_M2L1_raw,US_M2L1_zscore,US_M2L1_regime,US_M2L1_fwd_regime,US_G5_raw,US_G5_zscore,US_G5_regime,US_G5_fwd_regime,US_G6_raw,US_G6_zscore,US_G6_regime,US_G6_fwd_regime,US_I11_raw,US_I11_zscore,US_I11_regime,US_I11_fwd_regime,US_LAB2_raw,US_LAB2_zscore,US_LAB2_regime,US_LAB2_fwd_regime,EU_G1_raw,EU_G1_zscore,EU_G1_regime,EU_G1_fwd_regime,EU_G2_raw,EU_G2_zscore,EU_G2_regime,EU_G2_fwd_regime,EU_G3_raw,EU_G3_zscore,EU_G3_regime,EU_G3_fwd_regime,EU_I1_raw,EU_I1_zscore,EU_I1_regime,EU_I1_fwd_regime,EU_I2_raw,EU_I2_zscore,EU_I2_regime,EU_I2_fwd_regime,EU_I3_raw,EU_I3_zscore,EU_I3_regime,EU_I3_fwd_regime,EU_R1_raw,EU_R1_zscore,EU_R1_regime,EU_R1_fwd_regime,EU_FX1_raw,EU_FX1_zscore,EU_FX1_regime,EU_FX1_fwd_regime,EU_I4_raw,EU_I4_zscore,EU_I4_regime,EU_I4_fwd_regime,EU_G4_raw,EU_G4_zscore,EU_G4_regime,EU_G4_fwd_regime,JP_G1_raw,JP_G1_zscore,JP_G1_regime,JP_G1_fwd_regime,JP_FX1_raw,JP_FX1_zscore,JP_FX1_regime,JP_FX1_fwd_regime,AS_G1_raw,AS_G1_zscore,AS_G1_regime,AS_G1_fwd_regime,AS_G2_raw,AS_G2_zscore,AS_G2_regime,AS_G2_fwd_regime,AS_G3_raw,AS_G3_zscore,AS_G3_regime,AS_G3_fwd_regime,AS_FX1_raw,AS_FX1_zscore,AS_FX1_regime,AS_FX1_fwd_regime,AS_FX2_raw,AS_FX2_zscore,AS_FX2_regime,AS_FX2_fwd_regime,AS_C1_raw,AS_C1_zscore,AS_C1_regime,AS_C1_fwd_regime,AS_C2_raw,AS_C2_zscore,AS_C2_regime,AS_C2_fwd_regime,REG_CLI1_raw,REG_CLI1_zscore,REG_CLI1_regime,REG_CLI1_fwd_regime,REG_CLI2_raw,REG_CLI2_zscore,REG_CLI2_regime,REG_CLI2_fwd_regime,REG_CLI3_raw,REG_CLI3_zscore,REG_CLI3_regime,REG_CLI3_fwd_regime,REG_CLI4_raw,REG_CLI4_zscore,REG_CLI4_regime,REG_CLI4_fwd_regime,REG_CLI5_raw,REG_CLI5_zscore,REG_CLI5_regime,REG_CLI5_fwd_regime,REG_RISK1_raw,REG_RISK1_zscore,REG_RISK1_regime,REG_RISK1_fwd_regime,REG_EM1_raw,REG_EM1_zscore,REG_EM1_regime,REG_EM1_fwd_regime,REG_COMM1_raw,REG_COMM1_zscore,REG_COMM1_regime,REG_COMM1_fwd_regime,REG_COMM2_raw,REG_COMM2_zscore,REG_COMM2_regime,REG_COMM2_fwd_regime
2009-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52,1.9105427191907658,early-cycle,stable,9.8,0.8033688350230536,normal,stable,,,,,2.98,0.6164003943132792,normal,stable,6.82,0.8974877574856863,neutral,stable,2.65,2.17421402908534,steep,stable,,,,,1.89,-0.5672698117235426,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.81,-0.44683455146948176,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.19765794596094677,2.3770933847692977,carry,stable,,,,,-67.00171464783125,-1.0370144465179574,late-cycle,stable [leading],46.64516129032259,1.3447215408513744,labour-deteriorating,stable,-2.34828938680892,-1.2264161032417404,weak-labour,stable,-2.1014265641631495,-0.8436005161453467,neutral,stable,-35.39630836047775,-0.8708151972808841,neutral,stable [leading],8.628966012937678,1.6530155370067385,abundant-liquidity,stable,,,,,,,,,1.5,-0.8312701265427196,neutral,stable,0.15286624203821655,-2.321539160403846,labour-slack,stable [leading],,,,,,,,,,,,,12.98,1.1410751389530975,EU-credit-tight,stable,,,,,0.4859739130434799,-1.2138486491682006,EU-stress,improving,,,,,,,,,1.0351739130434803,1.5510002959721765,peripheral-stress,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.95217391304348,2.5038899744559706,China-infra-optimism,stable,,,,,-0.7594500000000153,-1.9195290359838613,EU-leads-US,stable [leading],-2.2656000000000063,-1.2064489051628613,China-leads-US,stable [leading],96.80293333333334,-1.4161374325061167,EU-below-trend,stable [leading],97.92736666666667,-1.2918668581456456,Asia-below-trend,stable [leading],0.0,-1.0495193575525623,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,1.754000656994361,early-cycle,stable,9.22,0.673869007057003,normal,stable,,,,,2.73,0.4604019068600699,normal,stable,6.49,0.7834393292148344,neutral,stable,2.39,1.8524224479430496,steep,stable,,,,,1.81,-0.7086880002795682,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.71,-0.6929347803587306,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.21516406015886225,2.552105683978993,carry,stable,,,,,-67.00171464783125,-1.0302095023563833,late-cycle,stable [leading],42.33668341708543,1.1722159344920253,labour-deteriorating,stable,-2.2221181001322003,-1.1410433916033196,weak-labour,stable,-1.898203024851358,-0.7228168184855999,neutral,stable,-30.65268065268065,-0.6161463823273698,neutral,stable [leading],8.425785954034183,1.5158232745537188,abundant-liquidity,stable,,,,,,,,,1.73,-0.22066975415498716,neutral,stable,0.15286624203821655,-2.2919703836604914,labour-slack,stable [leading],,,,,,,,,,,,,11.59,0.897145253850649,neutral,stable,,,,,0.4859739130434799,-1.2042236033572693,EU-stress,improving,,,,,,,,,1.0351739130434803,1.536723233819994,peripheral-stress,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.95217391304348,2.4693899213244843,China-infra-optimism,stable,,,,,-0.9109999999999872,-2.225420922950227,EU-leads-US,stable [leading],-2.740399999999994,-1.443733351277607,China-leads-US,stable [leading],97.63043333333333,-1.0509837102417128,EU-below-trend,stable [leading],98.50556666666667,-0.945786675126988,near-trend,stable [leading],0.0,-1.0472397796934754,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,2.0404902502630953,early-cycle,stable,8.57,0.5301767413563103,normal,stable,,,,,2.54,0.3413308743671707,normal,stable,6.03,0.6276202805792733,neutral,stable,2.57,2.0516427753658415,steep,stable,,,,,2.01,-0.34046652934920796,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.88,-0.27350420537516784,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.224217797561814,2.617983112388997,carry,stable,,,,,-81.37947622943297,-1.2854515344647122,late-cycle,stable [leading],34.6914319952067,0.8760055719344019,stable,deteriorating,-2.13500799658017,-1.0800186525402944,weak-labour,stable,-1.6574061567745537,-0.5814838567792956,neutral,stable,-28.205128205128204,-0.4820212893657509,neutral,stable [leading],8.41938046068309,1.5005915419000992,abundant-liquidity,stable,,,,,,,,,1.3299999999999996,-1.275652818800996,housing-easy,stable,0.15782368030241664,-2.2335116154553587,labour-slack,stable [leading],,,,,,,,,,,,,10.68,0.7366422593261038,neutral,stable,,,,,0.40896190476189975,-1.52836385041023,EU-stress,stable,,,,,,,,,0.8107619047618995,0.933644550615323,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66666666666667,3.2000217791206196,China-infra-optimism,improving,,,,,-0.9109999999999872,-2.2017219410438877,EU-leads-US,stable [leading],-2.740399999999994,-1.4315033988534616,China-leads-US,stable [leading],97.63043333333333,-1.0447593882295139,EU-below-trend,stable [leading],98.50556666666667,-0.9401641799969637,near-trend,stable [leading],0.0,-1.0449676044489857,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,1.7600852244764391,early-cycle,stable,8.94,0.6055882923012966,normal,stable,,,,,2.54,0.3378461622936996,normal,stable,6.3999999999999995,0.7448694022875799,neutral,stable,2.48,1.932030688675952,steep,stable,,,,,1.7,-0.9003120446768035,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.85,-0.3484143060436958,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.21417040856067215,2.4589814936022067,carry,stable,,,,,-81.37947622943297,-1.27576597306639,late-cycle,stable [leading],31.680280046674447,0.7558336245696249,stable,deteriorating,-2.060984090373633,-1.027440838131115,weak-labour,stable,-1.6410492017731242,-0.5674487653362102,neutral,stable,-28.205128205128204,-0.4766014431212049,neutral,stable [leading],8.41938046068309,1.4895236791068125,abundant-liquidity,stable,,,,,,,,,1.7400000000000002,-0.19242363777776114,neutral,stable,0.15782368030241664,-2.2066256900171792,labour-slack,stable [leading],,,,,,,,,,,,,10.81,0.7535842712947552,neutral,stable,,,,,0.40896190476189975,-1.5144763110461321,EU-stress,stable,,,,,,,,,0.8107619047618995,0.9267015680699926,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66666666666667,3.1340388828813963,China-infra-optimism,improving,,,,,-0.9109999999999872,-2.17872894943125,EU-leads-US,stable [leading],-2.740399999999994,-1.4194505126228638,China-leads-US,stable [leading],97.63043333333333,-1.0385826087498171,EU-below-trend,stable [leading],98.50556666666667,-0.9345784922223614,near-trend,stable [leading],0.0,-1.0427027834018423,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,1.768318656749837,early-cycle,stable,9.13,0.6419590471179611,normal,stable,,,,,2.58,0.3585942734671977,normal,stable,6.550000000000001,0.7890904512630569,neutral,stable,2.43,1.8613332194573096,steep,stable,,,,,1.87,-0.5864169028717806,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.69,-0.7422726925998072,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.19933261618662712,2.252148660377791,carry,stable,,,,,-81.37947622943297,-1.2661932053193952,late-cycle,stable [leading],30.12672811059909,0.6911105685049259,stable,deteriorating,-2.0069895730921794,-0.9873426324579491,mid-cycle,stable,-1.62501183495944,-0.5536486095773852,neutral,stable,-28.205128205128204,-0.4711778110334725,neutral,stable [leading],8.41938046068309,1.478652999812304,abundant-liquidity,stable,,,,,,,,,1.56,-0.6687187780575541,neutral,stable,0.15782368030241664,-2.1804929572526,labour-slack,stable [leading],,,,,,,,,,,,,10.96,0.7737138825440262,neutral,stable,,,,,0.40896190476189975,-1.500813147869278,EU-stress,stable,,,,,,,,,0.8107619047618995,0.9198053332871909,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66666666666667,3.071633598398037,China-infra-optimism,stable,,,,,-0.9109999999999872,-2.1564121552549174,EU-leads-US,stable [leading],-2.740399999999994,-1.407569644080638,China-leads-US,stable [leading],97.63043333333333,-1.0324525637916446,EU-below-trend,stable [leading],98.50556666666667,-0.9290290206401522,near-trend,stable [leading],0.0,-1.0404452685710284,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,1.69535273998146,early-cycle,stable,9.04,0.6181621895979279,normal,stable,,,,,2.52,0.31852213170754784,normal,stable,6.52,0.7740231745382851,neutral,stable,2.45,1.8721744583044717,steep,stable,,,,,1.7,-0.8902659728034301,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.76,-0.5677051778815899,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.19828275809744964,2.211190415901234,carry,stable,,,,,-81.37947622943297,-1.25711291471525,late-cycle,stable [leading],29.541497388276273,0.6631932866779359,stable,stable,-1.96669743784297,-0.955788668828401,mid-cycle,stable,-1.609105782161698,-0.5394414990864348,neutral,stable,-28.205128205128204,-0.4657914130950154,neutral,stable [leading],8.41938046068309,1.465764777636602,abundant-liquidity,stable,,,,,,,,,1.6799999999999997,-0.35357762765764994,neutral,stable,0.15782368030241664,-2.153545530445868,labour-slack,stable [leading],,,,,,,,,,,,,10.75,0.732688744556608,neutral,stable,,,,,0.40896190476189975,-1.4873542503345265,EU-stress,stable,,,,,,,,,0.8107619047618995,0.9131069953197345,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.66666666666667,3.012490442743705,China-infra-optimism,stable,,,,,-0.9109999999999872,-2.132014692906567,EU-leads-US,stable [leading],-2.740399999999994,-1.395827355245003,China-leads-US,stable [leading],97.63043333333333,-1.026341033228118,EU-below-trend,stable [leading],98.50556666666667,-0.9235886359679031,near-trend,stable [leading],0.0,-1.0381950124066737,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,1.6871755662929526,early-cycle,stable,9.09,0.6244256779907159,normal,stable,,,,,2.53,0.3210852887311081,normal,stable,6.5600000000000005,0.7819242183627,neutral,stable,2.51,1.9283528502842622,steep,stable,,,,,1.75,-0.7941128120799357,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.7,-0.714322467481635,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.19068072446849604,2.097602368888679,carry,stable,,,,,-81.37947622943297,-1.248133299159506,late-cycle,stable [leading],30.518345952242278,0.6943706840781345,stable,stable,-1.9678347760730286,-0.94925682810816,mid-cycle,stable,-1.2752972810441001,-0.34514045682787386,neutral,stable,-23.588456712672524,-0.21548176683821443,neutral,stable [leading],7.484375793912923,0.880974919931494,neutral,stable,,,,,,,,,1.63,-0.4860309786384467,neutral,stable,0.16570057965220866,-2.0815741540118906,labour-slack,stable [leading],,,,,,,,,,,,,10.63,0.7071907243084422,neutral,stable,,,,,0.3934181818181801,-1.540347819893663,EU-stress,stable,,,,,,,,,0.8248181818181801,0.9433738920418306,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71363636363635,2.0578542391666494,China-infra-optimism,stable,,,,,-1.0501000000000005,-2.39673476917175,EU-leads-US,stable [leading],-3.0863000000000085,-1.5599374311385907,China-leads-US,stable [leading],98.44143333333334,-0.6750210702592416,near-trend,stable [leading],99.04923333333333,-0.6030591039679964,near-trend,stable [leading],0.1111111111111111,-0.7345609255385802,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,1.5899067660056283,early-cycle,stable,8.78,0.5536324446976052,normal,stable,,,,,2.44,0.2627998402845303,normal,stable,6.34,0.7048114643142974,neutral,stable,2.44,1.8337713239676365,steep,stable,,,,,1.75,-0.7894334665521083,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.59,-0.9820155382864288,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.19710419131679607,2.1460521983198477,carry,stable,,,,,-81.37947622943297,-1.239252071369571,late-cycle,stable [leading],29.861111111111114,0.6635781136359676,stable,stable,-1.927989068345686,-0.9182799295644971,mid-cycle,stable,-1.2645127295504375,-0.33443766851741236,neutral,stable,-23.588456712672524,-0.21044042011452543,neutral,stable [leading],7.484375793912923,0.8741533045484584,neutral,stable,,,,,,,,,1.7300000000000004,-0.22221375207438337,neutral,stable,0.16570057965220866,-2.057427410490764,labour-slack,stable [leading],,,,,,,,,,,,,10.23,0.6343736372599692,neutral,stable,,,,,0.3934181818181801,-1.5262440832532762,EU-stress,stable,,,,,,,,,0.8248181818181801,0.936467715859584,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71363636363635,2.0363028876555633,China-infra-optimism,stable,,,,,-1.0501000000000005,-2.365411219502771,EU-leads-US,stable [leading],-3.0863000000000085,-1.5457211878934607,China-leads-US,stable [leading],98.44143333333334,-0.6717722706611216,near-trend,stable [leading],99.04923333333333,-0.5999556319969742,near-trend,stable [leading],0.1111111111111111,-0.7345609255385801,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,1.7496449116130708,early-cycle,stable,7.98,0.37828014388292364,normal,stable,,,,,2.33,0.19248453529122597,normal,stable,5.65,0.4745286821762095,neutral,stable,2.46,1.841619775265994,steep,stable,,,,,1.81,-0.6766798177480602,neutral,stable,,,,,,,,,,,,,,,,,,,,,1.68,-0.758607857483107,neutral,stable,,,,,,,,,,,,,,,,,,,,,0.2120179613211332,2.286821618666945,carry,stable,,,,,-81.37947622943297,-1.2304670135364515,late-cycle,stable [leading],26.868225898459784,0.5442519322193639,stable,stable,-1.859869214452578,-0.8706465088516707,mid-cycle,stable,-1.2538760267725129,-0.3238272765308339,neutral,stable,-23.588456712672524,-0.20537730901799722,neutral,stable [leading],7.484375793912923,0.8673712875845928,neutral,stable,,,,,,,,,1.5499999999999998,-0.6981405454820174,neutral,stable,0.16570057965220866,-2.0339077862410435,labour-slack,stable [leading],,,,,,,,,,,,,9.4,0.48907954607706255,neutral,stable,,,,,0.3934181818181801,-1.5123713536935695,EU-stress,stable,,,,,,,,,0.8248181818181801,0.9296091867935176,normal,stable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.71363636363635,2.0153159782732457,China-infra-optimism,stable,,,,,-1.0501000000000005,-2.335126867523659,EU-leads-US,stable [leading],-3.0863000000000085,-1.531741162141343,China-leads-US,stable [leading],98.44143333333334,-0.6685343929578154,near-trend,stable [leading],99.04923333333333,-0.5968609905061775,near-trend,stable [leading],0.1111111111111111,-0.7345609255385801,contracting,stable [leading],,,,,,,,,,,,,,,,
2009-09-25,-0.38457375151508727,,n/a,n/a,0.13769821813127375,,n/a,n/a,0.06997769013815597,,n/a,n/a,0.09437626381602374,,n/a,n/a,-0.48541598422610377,,n/a,n/a,-0.0024271031816969386,,n/a,n/a,-1.1673069356845607,,n/a,n/a,3.24,1.6045804268449215,early-cycle,stable,7.89,0.35563197065027935,normal,stable,,,,,2.31,0.17712061268031415,normal,stable,5.58,0.44809709949800813,neutral,stable,2.36,1.7153244007144814,steep,stable,2.3489999961853028,,normal,n/a,1.74,-0.7985165271383213,neutral,stable,,,,,,,,,,,,,1.5999984741210973,,normal,n/a,1.4638408881027878,,n/a,n/a,1.6,-0.9522422929294775,neutral,stable,-1.051305625949974,,n/a,n/a,-5.893239132318985,,n/a,n/a,,,,,0.0,,defensive,n/a,,,,,0.2119385775215019,2.2561008822805024,carry,stable,,,,,-81.37947622943297,-1.2218231551903567,late-cycle,stable [leading],21.212121212121215,0.32381457101694633,stable,stable,-1.7592682311908518,-0.8039394708641413,mid-cycle,stable,-1.243330778115693,-0.3128067813965496,neutral,stable,-23.588456712672524,-0.20026945590690964,neutral,stable [leading],7.484375793912923,0.8610790113508763,neutral,stable,-0.7660619483927177,,n/a,n/a,-1.021924719545765,,n/a,n/a,1.7000000000000002,-0.3027481552791414,neutral,stable,0.16570057965220866,-2.0107777899223134,labour-slack,stable [leading],0.1705388391238303,,n/a,n/a,0.578169035165005,,n/a,n/a,-1.1527150114853901,,n/a,n/a,9.15,0.44276292265780487,neutral,stable,0.047530496665536735,,n/a,n/a,0.3934181818181801,-1.4987584858256873,EU-stress,stable,-2.3588576966923367,,n/a,n/a,,,n/a,n/a,0.8248181818181801,0.9227956531019214,normal,stable,,,,,,,,,,,neutral,n/a [leading],,,,,0.28688263858063895,,n/a,n/a,,,,,,,n/a,n/a,,,n/a,n/a,80.71363636363635,1.9948705918483436,China-infra-optimism,stable,-5.893239132318985,,n/a,n/a,-1.0501000000000005,-2.303914233371666,EU-leads-US,stable [leading],-3.0863000000000085,-1.5179875264017,China-leads-US,stable [leading],98.44143333333334,-0.6652662729701905,near-trend,stable [leading],99.04923333333333,-0.5938258789635745,near-trend,stable [leading],0.1111111111111111,-0.7328930841714391,contracting,stable [leading],,,,,,,,,,,n/a,n/a,-2.7079492796773432,,n/a,n/a
2009-10-02,-0.4041630081009076,,n/a,n/a,0.1164597513089264,,n/a,n/a,0.07276370393429937,,n/a,n/a,0.08300038214074806,,n/a,n/a,-0.49753675686460724,,n/a,n/a,-0.012742985399022728,,n/a,n/a,-1.1623360633958923,,n/a,n/a,3.14,1.5174311043720377,early-cycle,stable,8.2,0.41870367418976034,normal,stable,,,,,2.39,0.22273675055812853,normal,stable,5.809999999999999,0.5198278883323717,neutral,stable,2.36,1.7040269373101706,steep,stable,2.340999956130981,,normal,n/a,1.7,-0.8653372370830552,neutral,stable,,,,,,,,,,,,,0.11999893188476562,,normal,n/a,1.3240776604122007,,n/a,n/a,1.54,-1.0956572401420726,low-real-rates,stable,-1.0598329268553628,,n/a,n/a,-5.92831008176841,,n/a,n/a,,,,,0.0,,defensive,n/a,,,,,0.19603757342775865,2.053698439576801,carry,stable,,,,,-81.37947622943297,-1.2132704292664438,late-cycle,stable [leading],17.99568965517242,0.1967706996948291,stable,stable,-1.7032213691155402,-0.764342011441359,mid-cycle,stable,-0.912553250359683,-0.11862694278249046,neutral,stable,-20.788043478260864,-0.04463712656326242,neutral,stable [leading],6.432682541473866,0.20776205005103388,neutral,deteriorating,-0.7669787530176397,,n/a,n/a,-1.0228341878208953,,n/a,n/a,1.7000000000000002,-0.30308630551883337,neutral,stable,0.15672225117248567,-2.038859863188295,labour-slack,stable [leading],0.15022064182002992,,n/a,n/a,0.5788758828072723,,n/a,n/a,-1.1647807018938672,,n/a,n/a,9.05,0.4220292723746487,neutral,stable,0.059804918628445385,,n/a,n/a,0.3608090909090902,-1.6221037331451413,EU-stress,stable,-2.3647353466133287,,n/a,n/a,,,n/a,n/a,0.8919090909090901,1.0914415079446573,normal,stable,,,,,,,,,,,neutral,n/a [leading],,,,,0.27584360882746034,,n/a,n/a,,,,,,,n/a,n/a,,,n/a,n/a,86.78636363636365,2.2953632076930934,China-infra-optimism,stable,-5.92831008176841,,n/a,n/a,-1.1597500000000025,-2.4936103019929132,EU-leads-US,stable [leading],-3.304299999999998,-1.613112609439559,China-leads-US,stable [leading],99.17323333333333,-0.35071312816187666,near-trend,stable [leading],99.53333333333335,-0.31034552850654284,near-trend,stable [leading],0.2222222222222222,-0.4294660111068307,contracting,stable [leading],,,,,,,,,,,n/a,n/a,-2.663169524562963,,n/a,n/a
2009-10-09,-0.38121853466200173,,n/a,n/a,0.14420235489335295,,n/a,n/a,0.11185411543500348,,n/a,n/a,0.09499989067448235,,n/a,n/a,-0.4857346687858348,,n/a,n/a,-0.002802711852645812,,n/a,n/a,-1.165189503801339,,n/a,n/a,3.33,1.6608774757680393,early-cycle,stable,7.87,0.34440911818806386,normal,stable,,,,,2.33,0.18282919679448198,normal,stable,5.54,0.42772499149939586,neutral,stable,2.42,1.7600632745937888,steep,stable,2.404000062942505,,normal,n/a,1.84,-0.6077222425689525,neutral,stable,,,,,,,,,,,,,1.9599990844726527,,normal,n/a,1.6016219174256938,,n/a,n/a,1.56,-1.0439821726270948,low-real-rates,stable,-1.0011754229642162,,n/a,n/a,-5.9147015063100135,,n/a,n/a,,,,,0.0,,defensive,n/a,,,,,0.1949736655389428,2.0195790564347713,carry,stable,,,,,-81.37947622943297,-1.2048068382043886,late-cycle,stable [leading],14.127569847127042,0.045089967597570516,stable,stable,-1.6266920296565395,-0.7127537560058332,mid-cycle,stable,-0.9055398453027141,-0.1098676777005834,neutral,stable,-20.788043478260864,-0.03957723724820885,neutral,stable [leading],6.432682541473866,0.2047329152107508,neutral,deteriorating,-0.7740764598182305,,n/a,n/a,-1.018089408945763,,n/a,n/a,1.4700000000000002,-0.9102982419501439,neutral,stable,0.15672225117248567,-2.015514671001494,labour-slack,stable [leading],0.1847899313737375,,n/a,n/a,0.5969871444184748,,n/a,n/a,-1.1582337440514439,,n/a,n/a,8.8,0.3759310190197184,neutral,stable,0.06527134172218355,,n/a,n/a,0.3608090909090902,-1.6065968813459848,EU-stress,stable,-2.3635456873439162,,n/a,n/a,,,n/a,n/a,0.8919090909090901,1.083171928326015,normal,stable,,,,,,,,,,,neutral,n/a [leading],,,,,0.3110139389540272,,n/a,n/a,,,,,,,n/a,n/a,,,n/a,n/a,86.78636363636365,2.267785511287414,China-infra-optimism,stable,-5.9147015063100135,,n/a,n/a,-1.1597500000000025,-2.4570916361112936,EU-leads-US,stable [leading],-3.304299999999998,-1.5979108069723849,China-leads-US,stable [leading],99.17323333333333,-0.3491397866741118,near-trend,stable [leading],99.53333333333335,-0.30874182051934895,near-trend,stable [leading],0.2222222222222222,-0.4294660111068305,contracting,stable [leading],,,,,,,,,,,n/a,n/a,-2.6809815389062477,,n/a,n/a
